loci,grch38_gene_name
chr9:26892288-26892936,CAAP1
chr9:37422568-37422915,GRHPR
chr9:125693676-125694113,MAPKAP1
chr9:108006467-108007921,NA
chr9:140375366-140375581,NA
chr9:93955500-93956420,NA
chr9:140512892-140513420,NA
chr9:135645441-135646092,NA
chr9:101569905-101570349,GRIN3A
chr9:96055059-96055412,NA
chr9:128002945-128003972,NA
chr9:20620728-20621862,MLLT3
chr9:139617622-139618131,NA
chr9:127177366-127177818,RALGPS1
chr9:101017382-101018581,NA
chr9:137533359-137534397,PNPLA7
chr9:99616401-99616940,LOC101928438
chr9:140712931-140714125,NA
chr9:132388344-132388748,TTF1
chr9:127249545-127249996,NA
chr9:43525552-43526034,NA
chr9:117373484-117374076,ASTN2
chr9:134269881-134270252,NA
chr9:86594326-86596142,NA
chr9:139580969-139582615,NA
chr9:98980493-98980759,COL15A1
chr9:136202804-136203247,LHX3
chr9:100069890-100070351,ERP44
chr9:15422521-15423200,SNAPC3
chr9:138680881-138681159,NA
chr9:100613938-100614622,NA
chr9:136834189-136834392,RABL6
chr9:131669882-131671092,RAPGEF1
chr9:116111663-116112189,NA
chr9:133794451-133794661,VAV2
chr9:140107500-140107773,NA
chr9:80850833-80851434,NA
chr9:132145576-132146328,NA
chr9:98054676-98054916,NA
chr9:140437727-140437955,NA
chr9:136474170-136474748,SEC16A
chr9:95569429-95572255,NA
chr9:133911564-133911838,VAV2
chr9:77502093-77502518,GNA14-AS1
chr9:123963367-123964478,NA
chr9:139439041-139441532,NA
chr9:102581791-102587561,LINC00587
chr9:34126266-34126959,DCAF12
chr9:138993325-138993684,NA
chr9:130616619-130616858,FUBP3
chr9:129595357-129595584,NA
chr9:94495366-94495763,NA
chr9:131936269-131941021,MED27
chr9:135036713-135038933,NA
chr9:20684026-20684636,FOCAD-AS1
chr9:100000463-100000820,ERP44
chr9:138156710-138156983,TUBBP5
chr9:139804004-139804337,NA
chr9:140352818-140354044,NA
chr9:140401252-140401456,NA
chr9:96009844-96010101,ERCC6L2
chr9:2047212-2047801,SMARCA2
chr9:71681913-71682311,NA
chr9:132082871-132083582,NA
chr9:97810765-97811272,NA
chr9:139780406-139781527,NA
chr9:103790612-103791764,NA
chr9:132199361-132199984,NTNG2
chr9:130692839-130693331,NA
chr9:99380814-99382236,NA
chr9:37026222-37028014,PAX5
chr9:130477195-130478146,ASS1
chr9:137252115-137252451,C9orf173-AS1
chr9:116662877-116663478,ASTN2
chr9:79633326-79636030,TLE4
chr9:140329454-140329710,NA
chr9:134429866-134430491,RXRA
chr9:130504093-130504411,NA
chr9:35161874-35162409,UNC13B
chr9:90274453-90274813,NA
chr9:17134821-17135706,CNTLN
chr9:73033798-73035448,NA
chr9:132499968-132500553,CFAP77
chr9:91615900-91616245,NA
chr9:138903474-138903921,NA
chr9:37029932-37030295,PAX5
chr9:100615234-100617510,NA
chr9:19934351-19934827,NA
chr9:19788215-19789288,NA
chr9:100263675-100265217,INVS
chr9:132427457-132427679,CFAP77
chr9:128985399-128985605,NUP188
chr9:140172613-140176105,NA
chr9:33750519-33751160,PRSS3
chr9:99639589-99640054,LOC101928438
chr9:35603968-35605991,TESK1
chr9:71650646-71651176,NA
chr9:94123793-94124201,NA
chr9:115480082-115480481,NA
chr9:120507227-120507642,CDK5RAP2
chr9:137229726-137229931,NA
chr9:98315341-98315559,GABBR2
chr9:115141854-115142638,DEC1
chr9:106761630-106762028,NA
chr9:132244401-132245732,NA
chr9:37592198-37592734,TOMM5
chr9:33166700-33167934,B4GALT1-AS1
chr9:141111369-141111590,NA
chr9:137483835-137484044,PNPLA7
chr9:80645881-80647503,NA
chr9:133805004-133805453,VAV2
chr9:123638820-123639936,DENND1A
chr9:37575918-37576445,FBXO10
chr9:103791944-103792173,NA
chr9:95820744-95821526,LINC00476
chr9:22008657-22009471,CDKN2B
chr9:5042797-5043270,JAK2
chr9:139399040-139400388,NA
chr9:139400878-139401569,NA
chr9:138150402-138151229,TUBBP5
chr9:130829535-130830949,ABL1
chr9:133319864-133320810,NA
chr9:111775041-111775934,C9orf84
chr9:36739534-36739782,NA
chr9:138672734-138672970,NA
chr9:140941308-140941526,NA
chr9:69785274-69787720,NA
chr9:136451012-136451276,SEC16A
chr9:138941470-138944021,NA
chr9:104357007-104357288,NA
chr9:135116147-135117929,OLFM1
chr9:72658836-72659277,TMC1
chr9:139265191-139265890,NA
chr9:139640640-139640885,NA
chr9:131266838-131267277,FAM78A
chr9:139551254-139551559,NA
chr9:139014621-139014848,NA
chr9:98637245-98638445,GABBR2
chr9:97094626-97095058,NA
chr9:136914462-136914676,TRAF2
chr9:100395340-100396414,NA
chr9:88713705-88714908,NA
chr9:86152353-86153777,LOC101927623
chr9:32955651-32956278,NA
chr9:140777131-140777407,NA
chr9:93563775-93564546,FAM120A
chr9:131037591-131038695,LAMC3
chr9:19408498-19409285,ACER2
chr9:126135407-126136193,NA
chr9:138670608-138670837,NA
chr9:140612441-140612681,NA
chr9:29212171-29212819,LINGO2
chr9:123555399-123555899,DENND1A
chr9:139901954-139902205,NA
chr9:139905818-139906459,NA
chr9:34701218-34701834,NA
chr9:129100371-129100574,CRAT
chr9:139925243-139925996,NA
chr9:140735528-140736747,NA
chr9:91995951-91996230,NA
chr9:93922196-93922679,NA
chr9:130370668-130370978,HMCN2
chr9:33447446-33447824,AQP3
chr9:34623512-34624081,ARID3C
chr9:135282052-135282315,NA
chr9:17578721-17579804,SH3GL2
chr9:130007229-130007688,FNBP1
chr9:132636786-132637221,DDX31
chr9:71394793-71395492,NA
chr9:110227967-110228656,NA
chr9:94648653-94648964,NA
chr9:66455767-66456272,NA
chr9:111617320-111618144,NA
chr9:132597219-132598321,DDX31
chr9:139911509-139912786,NA
chr9:5450409-5450629,CD274
chr9:34589113-34591978,CNTFR
chr9:116860979-116861591,ASTN2
chr9:1045541-1046394,NA
chr9:140189303-140191066,NA
chr9:140771300-140773513,NA
chr9:98788494-98788743,ANKS6
chr9:98113447-98113662,TRIM14
chr9:5303860-5304476,RLN2
chr9:46132796-46133096,NA
chr9:35111267-35111504,FAM214B
chr9:131965037-131965636,MED27
chr9:137028717-137030556,ABCA2
chr9:77112712-77113583,NA
chr9:133738154-133738408,SARDH
chr9:140343603-140343955,NA
chr9:95480845-95481586,PTCH1
chr9:1042417-1042973,NA
chr9:17906419-17907488,NA
chr9:131133566-131133958,NUP214
chr9:90589209-90589807,NA
chr9:114937020-114937824,NA
chr9:96710811-96711717,NA
chr9:136659111-136659329,EGFL7
chr9:85677015-85678321,AGTPBP1
chr9:139971499-139973965,NA
chr9:132372343-132372965,NA
chr9:40791772-40792212,NA
chr9:34457375-34458892,FAM219A
chr9:139262001-139262396,NA
chr9:97136589-97137656,NA
chr9:134699141-134699523,COL5A1
chr9:5110784-5112274,JAK2
chr9:126101777-126102038,NA
chr9:139317462-139318531,NA
chr9:130661107-130662047,NA
chr9:140134706-140136568,NA
chr9:114393346-114394205,AKNA
chr9:136677270-136677534,AGPAT2
chr9:93404976-93405313,NA
chr9:139417115-139417518,NA
chr9:140317160-140318663,NA
chr9:124658945-124659191,MIR181A2HG
chr9:133779454-133779934,VAV2
chr9:70856667-70856956,TRPM3
chr9:100459096-100459775,MSANTD3-TMEFF1
chr9:88969007-88969904,NA
chr9:998463-999034,NA
chr9:19049081-19049949,RRAGA
chr9:130289361-130289590,HMCN2
chr9:6006964-6008676,MIR4665
chr9:137000467-137001998,NA
chr9:125109007-125109644,SCAI
chr9:98111364-98112362,TRIM14
chr9:110399674-110400566,SVEP1
chr9:139980377-139981887,NA
chr9:36985986-36986924,PAX5
chr9:130271237-130271447,HMCN2
chr9:127962543-127963125,FAM102A
chr9:16870123-16872020,BNC2
chr9:135995969-135996954,NA
chr9:126785021-126785225,NA
chr9:140268713-140268993,NA
chr9:115248728-115249744,DEC1
chr9:139391402-139391987,NA
chr9:139904435-139904811,NA
chr9:74383077-74384702,LOC101927358
chr9:138606403-138606934,NA
chr9:126770663-126772091,NA
chr9:134183330-134183613,NA
chr9:99179479-99181723,NA
chr9:44743987-44744258,NA
chr9:137660513-137660742,EHMT1
chr9:115818836-115819343,NA
chr9:140356314-140356987,NA
chr9:126128196-126128757,NA
chr9:133710260-133711285,SARDH
chr9:4984543-4985630,JAK2
chr9:38069784-38069991,NA
chr9:45762382-45763408,NA
chr9:37120050-37120985,ZCCHC7
chr9:68410746-68411413,PGM5
chr9:35079628-35080213,FANCG
chr9:38619908-38622631,ANKRD18A
chr9:138985837-138987846,NA
chr9:100849699-100850392,NA
chr9:137978821-137980254,CACNA1B
chr9:139236776-139237518,NA
chr9:122131086-122132214,NA
chr9:44858799-44859106,NA
chr9:139326280-139327293,NA
chr9:136427544-136428142,NA
chr9:79008637-79009762,NA
chr9:139922197-139923447,NA
chr9:126762468-126762683,NA
chr9:37787074-37787609,NA
chr9:139345637-139345866,NA
chr9:21696487-21696754,NA
chr9:34664930-34665687,NA
chr9:116930004-116930368,ASTN2
chr9:99775098-99776102,LOC101928438
chr9:140082465-140083853,NA
chr9:138139507-138139727,NA
chr9:99983210-99984959,ERP44
chr9:95896007-95897016,ERCC6L2
chr9:133569082-133569451,ADAMTSL2
chr9:19127179-19127880,PLIN2
chr9:129433766-129433970,NA
chr9:115512611-115513757,NA
chr9:132359672-132360061,NA
chr9:127623557-127624486,STXBP1
chr9:138377763-138377972,NA
chr9:102668916-102669473,NA
chr9:115983419-115984109,NA
chr9:116138954-116139306,NA
chr9:116811338-116812389,ASTN2
chr9:129676764-129677415,PRRX2
chr9:124132057-124133095,NA
chr9:100619984-100620192,NA
chr9:4117825-4118594,GLIS3
chr9:21974578-21975306,CDKN2A
chr9:135285310-135285897,NA
chr9:129445270-129445548,NA
chr9:134717284-134717594,COL5A1
chr9:111881482-111882278,NA
chr9:35096152-35096673,PIGO
chr9:99839207-99840055,NR4A3
chr9:95431812-95432671,NA
chr9:91933284-91933907,ROR2
chr9:77113709-77113927,NA
chr9:78505230-78505483,NA
chr9:132250466-132251123,NA
chr9:79630968-79631749,TLE4
chr9:136100799-136101113,NA
chr9:130639738-130640143,NA
chr9:129622611-129623574,NTMT1
chr9:11618264-11618588,NA
chr9:123656750-123656972,DENND1A
chr9:35828737-35829423,TMEM8B
chr9:100684498-100685051,NA
chr9:33510858-33511221,SUGT1P1
chr9:45442500-45442824,NA
chr9:139332839-139334501,NA
chr9:100565727-100566179,TMEFF1
chr9:137217062-137218078,NDOR1
chr9:95857703-95859132,LINC00476
chr9:137018595-137018870,ABCA2
chr9:139395020-139395287,NA
chr9:139654897-139655154,NA
chr9:26956301-26956770,IFT74-AS1
chr9:130679120-130679612,PRDM12
chr9:138193484-138193805,NA
chr9:44419919-44420345,NA
chr9:130683969-130684370,NA
chr9:27528357-27528725,MOB3B
chr9:34400837-34401082,FAM219A
chr9:114245044-114246784,COL27A1
chr9:37485801-37486099,POLR1E
chr9:137356381-137358802,EXD3
chr9:139586824-139587048,NA
chr9:101983719-101984961,NA
chr9:2241337-2241659,NA
chr9:136856230-136858681,MAMDC4
chr9:140349704-140349970,NA
chr9:4662252-4662951,SPATA6L
chr9:135819526-135820529,CAMSAP1
chr9:132114330-132114703,NA
chr9:131872624-131873959,MED27
chr9:124360438-124362382,PSMB7
chr9:132935029-132935543,TSC1
chr9:113017745-113019297,NA
chr9:140417626-140417856,NA
chr9:4490262-4490916,SLC1A1
chr9:139917178-139917492,NA
chr9:99328810-99329764,NA
chr9:128508321-128510670,GLE1
chr9:140473002-140473681,NA
chr9:44866684-44866915,NA
chr9:126132998-126133253,NA
chr9:111929197-111929587,UGCG
chr9:104295917-104296232,NA
chr9:139879489-139880580,NA
chr9:96720586-96723189,NA
chr9:139715663-139716441,NA
chr9:41936423-41937192,CNTNAP3B
chr9:138678108-138678467,NA
chr9:6412353-6414097,UHRF2
chr9:130486339-130486653,ASS1
chr9:140815761-140816788,NA
chr9:134378193-134378792,RXRA
chr9:66486820-66487064,NA
chr9:140395218-140395755,NA
chr9:89563490-89563698,NA
chr9:139412167-139412405,NA
chr9:140128562-140129023,NA
chr9:139559804-139561005,NA
chr9:69196765-69198212,TJP2
chr9:130186276-130187160,NCS1
chr9:130533453-130533882,NA
chr9:34809590-34810229,NA
chr9:2717903-2718953,KCNV2
chr9:139301540-139301847,NA
chr9:21559133-21559816,MIR31HG
chr9:22446681-22447695,DMRTA1
chr9:38478281-38478534,NA
chr9:6645080-6645975,GLDC
chr9:138662597-138663009,NA
chr9:37079450-37080393,EBLN3
chr9:128998130-128998426,NUP188
chr9:44401895-44402175,NA
chr9:132934213-132934483,TSC1
chr9:46861916-46862270,NA
chr9:107689847-107690798,NA
chr9:137393048-137393305,EXD3
chr9:34611950-34612641,RPP25L
chr9:69200368-69201591,TJP2
chr9:137730886-137731202,EHMT1
chr9:2241891-2242102,NA
chr9:137719283-137719504,EHMT1
chr9:140111749-140111992,NA
chr9:97488818-97489172,TDRD7
chr9:38067683-38069628,SHB
chr9:111695774-111696956,C9orf84
chr9:102761262-102761485,NA
chr9:140262925-140263236,NA
chr9:140042285-140043008,NA
chr9:136567684-136568146,NA
chr9:130330540-130331180,HMCN2
chr9:139128416-139128652,NA
chr9:129261861-129262156,NA
chr9:140008309-140009473,NA
chr9:124854824-124855819,WDR38
chr9:132804279-132806003,AK8
chr9:97807450-97807694,NA
chr9:130652926-130653160,NA
chr9:74764241-74764903,TRPM6
chr9:135905412-135906550,CAMSAP1
chr9:34989555-34989875,DNAJB5
chr9:34624586-34624793,ARID3C
chr9:131643911-131644749,RAPGEF1
chr9:133556516-133557645,ADAMTSL2
chr9:41954478-41954842,CNTNAP3B
chr9:136198674-136199173,LHX3
chr9:140727486-140727862,NA
chr9:80765851-80766122,NA
chr9:125590415-125590924,MAPKAP1
chr9:131533779-131534695,NA
chr9:35665059-35665364,ARHGEF39
chr9:130213143-130214335,NCS1
chr9:140056283-140057837,NA
chr9:112542131-112542667,KIAA1958
chr9:82185479-82188560,NA
chr9:27573759-27573987,C9orf72
chr9:35646744-35647265,NA
chr9:130953519-130954251,NA
chr9:99687155-99687587,LOC101928438
chr9:98546650-98547028,GABBR2
chr9:140292992-140293487,NA
chr9:130742515-130743486,ABL1
chr9:102590742-102591303,LINC00587
chr9:113799913-113801375,NA
chr9:140023747-140025010,NA
chr9:68809168-68810258,PIP5K1B
chr9:115913081-115913807,LINC00474
chr9:132175521-132176890,NTNG2
chr9:18776758-18777743,ADAMTSL1
chr9:131709353-131710564,RAPGEF1
chr9:139393189-139393860,NA
chr9:39817324-39817937,KGFLP2
chr9:136075388-136075701,NACC2
chr9:14978094-14978585,NA
chr9:36136188-36137229,GLIPR2
chr9:33290318-33291003,NFX1
chr9:141042150-141042611,NA
chr9:140675454-140675735,NA
chr9:44118137-44120175,NA
chr9:72374408-72375103,NA
chr9:80262446-80263701,NA
chr9:131182468-131183335,NUP214
chr9:114557287-114557576,NA
chr9:139685250-139685978,NA
chr9:14346265-14348149,NFIB
chr9:68298596-68299115,CBWD3
chr9:34376500-34377187,KIAA1161
chr9:130689378-130690215,NA
chr9:139008034-139008896,NA
chr9:74979145-74980744,C9orf41-AS1
chr9:136150031-136151365,NA
chr9:100174099-100174946,INVS
chr9:35675648-35676375,CA9
chr9:99212164-99213507,NA
chr9:135361992-135362481,NA
chr9:127240131-127240456,NA
chr9:140917284-140918052,NA
chr9:140210552-140211065,NA
chr9:79792070-79793328,NA
chr9:13323112-13323350,NA
chr9:96213340-96214953,NA
chr9:94183407-94183994,MIRLET7DHG
chr9:42743291-42744213,NA
chr9:98273678-98273908,NA
chr9:129453084-129453347,NA
chr9:119976797-119977010,NA
chr9:4491167-4491418,SLC1A1
chr9:34377401-34377610,NA
chr9:139402688-139402901,NA
chr9:140332887-140333140,NA
chr9:79073907-79074561,NA
chr9:137709962-137710291,EHMT1
chr9:29826526-29826736,NA
chr9:133412890-133413096,REXO4
chr9:36881950-36882211,PAX5
chr9:71736074-71737367,TMEM2
chr9:92218833-92219259,IARS
chr9:39078689-39079006,CNTNAP3
chr9:88419986-88421004,SPIN1
chr9:2933373-2933724,NA
chr9:19102470-19103110,HAUS6
chr9:134637759-134638150,NA
chr9:131486215-131486754,PRRC2B
chr9:116916275-116917022,ASTN2
chr9:130980900-130981317,NA
chr9:88896741-88897721,NA
chr9:102058841-102059213,NA
chr9:10612635-10613333,PTPRD-AS2
chr9:16828935-16829169,BNC2
chr9:131464843-131465830,PRRC2B
chr9:77702885-77703819,NA
chr9:127212624-127213064,RALGPS1
chr9:124461797-124462190,NA
chr9:136324676-136325527,DKFZP434A062
chr9:36258170-36258886,GNE
chr9:90474180-90474478,LINC01501
chr9:127532040-127533691,FAM129B
chr9:118916362-118917175,NA
chr9:43133116-43134845,NA
chr9:34329006-34329499,KIF24
chr9:137967110-137967727,CACNA1B
chr9:127020249-127020741,RALGPS1
chr9:140361206-140361482,NA
chr9:33816798-33818300,UBE2R2
chr9:22005887-22006229,CDKN2B
chr9:101866994-101868297,NA
chr9:138370738-138372414,NA
chr9:503936-505722,KANK1
chr9:90112514-90113817,NA
chr9:8857485-8858708,PTPRD-AS1
chr9:140499458-140500891,NA
chr9:71628407-71628907,NA
chr9:131012454-131013429,LAMC3
chr9:112262010-112262317,PTBP3
chr9:104160853-104161528,NA
chr9:132258213-132259153,NA
chr9:114361410-114361760,AKNA
chr9:34577866-34578258,CNTFR
chr9:131218100-131219409,NUP214
chr9:44842275-44842699,NA
chr9:96623110-96623481,NA
chr9:69500968-69501225,APBA1
chr9:139553659-139553915,NA
chr9:104499849-104501076,NA
chr9:96928120-96929461,NUTM2G
chr9:68380237-68380481,PGM5
chr9:138023963-138024164,CACNA1B
chr9:127703131-127703629,NA
chr9:140079329-140079764,NA
chr9:135039673-135039978,NA
chr9:134151853-134153015,WDR5
chr9:114423569-114424308,DFNB31
chr9:123605043-123605585,DENND1A
chr9:96792652-96793436,NA
chr9:38241241-38241580,NA
chr9:94903572-94903827,C9orf3
chr9:135073515-135074005,NA
chr9:78505603-78507120,NA
chr9:70921274-70921477,TRPM3
chr9:98514399-98514729,GABBR2
chr9:33001216-33001668,APTX
chr9:115822071-115823416,NA
chr9:128023933-128024596,NA
chr9:135461934-135462909,PPP1R26-AS1
chr9:137218620-137218968,NDOR1
chr9:140704291-140704764,NA
chr9:97021464-97021967,NA
chr9:33025082-33025797,DNAJA1
chr9:130955166-130955498,NA
chr9:135545001-135546462,OBP2A
chr9:130547264-130549117,NA
chr9:139312760-139312969,NA
chr9:976162-977828,DMRT3
chr9:116860473-116860695,ASTN2
chr9:139313354-139313588,NA
chr9:108282047-108282289,NA
chr9:89626509-89626742,NA
chr9:33044245-33044612,SMU1
chr9:67786151-67786354,NA
chr9:128777757-128777978,NA
chr9:14349307-14349515,NFIB
chr9:95599702-95600005,NA
chr9:96278352-96278587,HSD17B3
chr9:45356017-45356994,NA
chr9:45733487-45733690,NA
chr9:66457551-66458640,NA
chr9:139939783-139941141,NA
chr9:72960-73877,PGM5P3-AS1
chr9:68726056-68726939,PIP5K1B
chr9:133760420-133760879,NA
chr9:139396205-139397040,NA
chr9:108210085-108210753,NA
chr9:68454902-68455796,PGM5
chr9:16726859-16727273,BNC2
chr9:99449110-99449578,NA
chr9:136918498-136918708,TRAF2
chr9:4792556-4793553,RCL1
chr9:95675545-95675773,NA
chr9:90340715-90341542,LINC01508
chr9:23820691-23822135,ELAVL2
chr9:91605764-91606141,NA
chr9:93879725-93880618,NA
chr9:72026903-72027428,NA
chr9:39132859-39133145,CNTNAP3
chr9:103173889-103174153,LINC01492
chr9:140273463-140273946,NA
chr9:35846310-35846638,TMEM8B
chr9:66571100-66571869,NA
chr9:131102450-131103298,AIF1L
chr9:136399367-136400274,NA
chr9:43915270-43915506,NA
chr9:131084541-131085471,LAMC3
chr9:139428318-139428527,NA
chr9:72873689-72874264,LINC01474
chr9:140335758-140336321,NA
chr9:66493170-66494106,NA
chr9:139096665-139096993,NA
chr9:470108-470324,KANK1
chr9:12775486-12775813,LURAP1L
chr9:138136050-138136294,NA
chr9:71319698-71320937,NA
chr9:35689610-35691101,TPM2
chr9:33523494-33524796,ANKRD18B
chr9:80911779-80912611,NA
chr9:139404069-139404426,NA
chr9:112083333-112083549,SUSD1
chr9:135865057-135865264,CAMSAP1
chr9:47184266-47184585,NA
chr9:136728386-136728600,NA
chr9:100954286-100954593,NA
chr9:21968358-21968728,CDKN2A
chr9:140703858-140704066,NA
chr9:35791584-35791924,NA
chr9:101705907-101706682,GRIN3A
chr9:139734845-139735085,NA
chr9:38526666-38526954,NA
chr9:137331316-137331646,EXD3
chr9:70176487-70177962,MAMDC2
chr9:139368485-139368750,NA
chr9:70490059-70490348,NA
chr9:127215291-127216022,RALGPS1
chr9:137692944-137693278,EHMT1
chr9:132565316-132566033,CFAP77
chr9:130922511-130923145,FIBCD1
chr9:66110007-66110230,ANKRD20A3
chr9:139143508-139144429,NA
chr9:5040734-5041922,JAK2
chr9:96080113-96080330,LOC158435
chr9:137980463-137980852,CACNA1B
chr9:139397412-139397710,NA
chr9:136426124-136426390,NA
chr9:108320245-108320640,NA
chr9:14348684-14349074,NFIB
chr9:37753655-37753949,TRMT10B
chr9:139847313-139847559,NA
chr9:132459587-132460017,CFAP77
chr9:43860957-43861268,NA
chr9:139784322-139784693,NA
chr9:138379312-138379596,NA
chr9:140330620-140330910,NA
chr9:107509906-107510768,NA
chr9:134954960-134955335,NA
chr9:139590437-139590761,NA
chr9:91606335-91606823,NA
chr9:131549294-131549546,NA
chr9:126129330-126129602,NA
chr9:140005167-140005373,NA
chr9:29214696-29214934,NA
chr9:139239712-139239958,NA
chr9:139733690-139733956,NA
chr9:140248250-140248615,NA
chr9:116638594-116638974,ASTN2
chr9:15232687-15232937,TTC39B
chr9:137019408-137019655,ABCA2
chr9:110045112-110046303,PALM2-AKAP2
chr9:98075418-98075741,NANS
chr9:78507351-78507652,NA
chr9:86322017-86323215,ZCCHC6
chr9:137734153-137734475,EHMT1
chr9:67664870-67665141,NA
chr9:130706912-130707273,NA
chr9:98272643-98273383,NA
chr9:136919143-136919376,TRAF2
chr9:125703098-125703597,MAPKAP1
chr9:139634062-139634281,NA
chr9:139328727-139328948,NA
chr9:116917701-116918018,ASTN2
chr9:6703948-6704662,NA
chr9:103189776-103190020,LINC01492
chr9:42493567-42493824,NA
chr9:96588598-96588933,CDC14B
chr9:136293566-136294160,CCDC187
chr9:128984863-128985281,NUP188
chr9:112296438-112296747,PTBP3
chr9:124312813-124313187,NEK6
chr9:115835264-115835927,NA
chr9:103235171-103236627,LINC01492
chr9:79629865-79630084,TLE4
chr9:132020629-132021038,MED27
chr9:141044508-141045113,NA
chr9:27572966-27573385,C9orf72
chr9:129088646-129088994,DOLPP1
chr9:37650696-37651409,FRMPD1
chr9:36487107-36488083,NA
chr9:33019921-33020146,NA
chr9:135946586-135947050,UBAC1
chr9:23850910-23851522,NA
chr9:139552947-139553269,NA
chr9:107688769-107689046,NA
chr9:139405089-139405292,NA
chr9:70402417-70403673,KLF9
chr9:139548205-139548426,NA
chr9:71835913-71836409,NA
chr9:8713281-8713891,PTPRD
chr9:44227154-44227529,NA
chr9:99883497-99883763,NA
chr9:68377476-68377826,PGM5
chr9:132427908-132428171,CFAP77
chr9:77111778-77112042,NA
chr9:21396071-21396364,NA
chr9:15527652-15527881,NA
chr9:138379837-138380067,NA
chr9:34646586-34647003,GALT
chr9:178851-179249,CBWD1
chr9:115840708-115841374,NA
chr9:46148700-46149726,NA
chr9:123257037-123257374,STRBP
chr9:134703708-134703910,COL5A1
